Timestamp,Enc_X_Transformed,Enc_Y_Transformed,UWB_X,UWB_Y,Delta_Error
1766062187,0.062,1.455,0.11,1.45,0.048259714048054625
1766062187,0.062,1.455,0.12,1.45,0.05821511831131154
1766062187,0.062,1.455,0.11,1.44,0.05028916384272067
1766062188,0.062,1.455,0.11,1.44,0.05028916384272067
1766062188,0.062,1.455,0.1,1.42,0.05166236541235806
1766062188,0.062,1.455,0.09,1.42,0.04482186966203005
1766062188,0.062,1.455,0.09,1.43,0.037536648758247006
1766062188,0.062,1.455,0.09,1.43,0.037536648758247006
1766062188,0.062,1.455,0.1,1.44,0.040853396431631044
1766062188,0.062,1.455,0.11,1.44,0.05028916384272067
1766062188,0.062,1.455,0.09,1.43,0.037536648758247006
1766062188,0.062,1.455,0.08,1.43,0.030805843601498836
1766062188,0.062,1.455,0.1,1.44,0.040853396431631044
1766062189,0.062,1.455,0.12,1.45,0.05821511831131154
1766062189,0.062,1.455,0.1,1.44,0.040853396431631044
1766062189,0.062,1.455,0.11,1.44,0.05028916384272067
1766062189,0.062,1.455,0.1,1.43,0.045486261662176716
1766062189,0.062,1.455,0.11,1.44,0.05028916384272067
1766062189,0.062,1.455,0.12,1.44,0.05990826320300066
1766062189,0.062,1.455,0.14,1.44,0.07942921376924239
1766062189,0.062,1.455,0.14,1.44,0.07942921376924239
1766062189,0.062,1.455,0.13,1.43,0.07244998274671988
1766062189,0.062,1.455,0.12,1.43,0.06315853069855257
1766062190,0.062,1.455,0.1,1.43,0.045486261662176716
1766062190,0.062,1.455,0.13,1.42,0.07647875521999564
1766062190,0.062,1.455,0.12,1.42,0.06774215821775986
1766062190,0.062,1.455,0.14,1.41,0.0900499861188219
1766062190,0.07141927989150151,1.4550023053875043,0.12,1.42,0.059876938371132386
1766062190,0.09678291602528222,1.4549774741783275,0.11,1.42,0.03739137612726109
1766062190,0.12498796928932783,1.45488082840094,0.1,1.42,0.042907700930488214
1766062190,0.15366640441592766,1.4547334259200522,0.09,1.42,0.07252462979840855
1766062190,0.1829234644095733,1.4545472445950836,0.11,1.41,0.08545342978785879
1766062190,0.21196984707563069,1.4543339659670895,0.11,1.41,0.11119060324954878
1766062191,0.2413842852137087,1.4540819863283887,0.11,1.41,0.1385822929517816
1766062191,0.2705878454902042,1.4537889236872197,0.12,1.43,0.15245527901511965
1766062191,0.2705878454902042,1.4537889236872197,0.13,1.43,0.14258630786219936
1766062191,0.299790943911743,1.4534529756012424,0.1,1.4,0.20681789542922116
1766062191,0.32925650931166617,1.4530635181195357,0.13,1.41,0.2038568691408305
1766062191,0.3584580682342665,1.4526132126404954,0.16,1.43,0.19974223948179073
1766062191,0.38802711048716326,1.452106567341435,0.2,1.44,0.18841646226098344
1766062191,0.4174376721521796,1.451566634692477,0.23,1.45,0.18744421913221979
1766062191,0.44705785455327574,1.4509793402741251,0.25,1.43,0.1981714680762029
1766062191,0.4763614840806418,1.4503552713795411,0.26,1.47,0.21725148366846492
1766062192,0.5328628383380767,1.449082804999213,0.3,1.46,0.2331186106374831
1766062192,0.5355984413918609,1.4490198567301884,0.32,1.47,0.21661683762399792
1766062192,0.564795577904353,1.4483408589353082,0.34,1.45,0.22480170060394242
1766062192,0.564795577904353,1.4483408589353082,0.37,1.44,0.19497406775997048
1766062192,0.5944656668543857,1.4476290647358896,0.41,1.45,0.18448090302809078
1766062192,0.6239249801572098,1.446907898185595,0.45,1.45,0.17395246424329966
1766062192,0.6535947171264826,1.4461815804456553,0.48,1.46,0.17414383288880325
1766062192,0.683001247440159,1.4454545043643765,0.51,1.46,0.17361164436505133
1766062192,0.7124602041996726,1.4447189174501962,0.53,1.44,0.18252121602292698
1766062192,0.7421820048247751,1.4439694883036118,0.54,1.44,0.2022209680333815
1766062193,0.7715350193839201,1.4432077912907064,0.57,1.45,0.20164944368191962
1766062193,0.8012032773381386,1.442423381163843,0.59,1.45,0.21133913388522985
1766062193,0.8307139154904644,1.441650366195336,0.63,1.44,0.20072070042746457
1766062193,0.8900504313989015,1.4400815459416085,0.66,1.46,0.23091112099441405
1766062193,0.8900504313989015,1.4400815459416085,0.67,1.46,0.22095007845872988
1766062193,0.8900504313989015,1.4400815459416085,0.69,1.45,0.20029615781086524
1766062193,0.9193498895857695,1.439285357887011,0.72,1.46,0.20042323936042872
