Timestamp,Enc_X_Transformed,Enc_Y_Transformed,UWB_X,UWB_Y,Delta_Error
1766054705,1.0,1.0,0.9266121881190769,0.8214842735768486,0.19301200872757943
1766054705,1.0,1.0,0.6702359245275235,0.6791497196157997,0.4600969983545178
1766054705,1.0,1.0,0.8974651644597664,0.9057739052078456,0.13925497994342179
1766054705,1.0,1.0,0.6972603182637974,0.5855374211341277,0.5132548530485481
1766054705,1.0,1.0,0.9342448449501028,0.8312818965725083,0.1810788194124476
1766054706,1.0,1.0,0.9342448449501028,0.8312818965725083,0.1810788194124476
1766054706,1.0,1.0,0.9954595966879443,0.817512413625524,0.18254406164818943
1766054706,1.0,1.0,0.9228488966013341,0.8972221945742036,0.12851291780896776
1766054706,1.0,1.0,0.8004301499682439,0.7574129913228167,0.3141282887939917
1766054706,1.0,1.0,0.8935594861372704,0.803117702904268,0.22381291718990218
1766054706,1.0,1.0,0.808042394952476,0.7039630319388943,0.35282518134962154
1766054706,1.0,1.0,0.8166331603557211,0.702890544007531,0.34913811983407306
1766054706,1.0,1.0,0.9312468427158633,0.8549136993599071,0.16055226958833266
1766054706,1.0,1.0,0.7017399893359054,0.6201323852385243,0.48296836201341253
1766054707,1.0,1.0,0.8124524814936296,0.7191743403778711,0.3376938299704351
1766054707,1.0,1.0,0.9591149862510735,0.849849136640319,0.15561769217189766
1766054707,1.0,1.0,0.6994409997233023,0.6181431452941905,0.48595305342506256
1766054707,1.0,1.0,0.9388212498903541,0.8055226822003938,0.20387316302914302
1766054707,1.0,1.0,0.9256839955217462,0.8747673060421304,0.14562313057188847
1766054707,1.0,1.0,0.8420915969016817,0.6496366035427744,0.38430401161854144
1766054707,1.0,1.0,0.9381963309763801,0.8155581666687352,0.1945211643687628
1766054707,1.0,1.0,0.7719066442693447,0.6940097924901022,0.3816498211979426
1766054707,1.0,1.0,0.7198205515243306,0.5485696008990876,0.5313096353168644
1766054708,1.0,1.0,0.9202283265060398,0.8601333191850395,0.1610161740143549
1766054708,1.0,1.0,0.7907788682613025,0.758272555831497,0.3196961670559379
1766054708,1.0,1.0,0.9252190615294402,0.7994960331325097,0.21399539595079445
1766054708,1.0,1.0,0.8004544930203529,0.4154402274892249,0.6176799632444083
1766054708,1.0,1.0,0.9589223470824734,0.8000182664578327,0.20415696735537386
1766054708,1.0,1.0,0.8040079765156282,0.6968678831137725,0.3609736189216936
1766054708,1.0,1.0,0.9764287494183634,0.8489323381719219,0.1528955274172036
1766054708,1.0,1.0,0.9017978966696539,0.8206226602466516,0.204499102969896
1766054708,1.0,1.0,0.9251753015441481,0.8834922742859437,0.13846582845623304
1766054709,1.0,1.0,0.940179589959448,0.8538655567450603,0.15790426518258138
1766054709,1.0,1.0,0.9410995169675473,0.8096156077754759,0.1992874399056741
1766054709,1.0,1.0,0.9744088176124106,0.8185908667906789,0.18320530076324776
1766054709,1.0,1.0,0.7798985122174306,0.7465477878286845,0.3356824225047152
1766054709,1.0,1.0,0.9173927651867962,0.8743308061421812,0.150388501981893
1766054709,1.0,1.0,0.9405198034822713,0.8359060055433674,0.1745414930454103
1766054709,1.0,1.0,0.7934132664046373,0.7385846873002623,0.33319070246857585
1766054709,1.0,1.0,0.955318563495268,0.806457042342532,0.19863360044797768
1766054709,1.0,1.0,0.953774863286855,0.8173152546021405,0.18844224437537804
1766054709,1.0,1.0,0.9255921746703488,0.8484764040905803,0.1688073594000243
1766054710,1.0,1.0,0.9509197187052979,0.8310177292081702,0.17596557008099734
