timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765544730.0386744,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.1389346,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.2388937,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.3389928,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.4391134,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.5387397,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.638804,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.7386484,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.8386662,0.0,0.0,0.0,0,0,0.0,0.0
1765544730.938904,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.1386254,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.2386405,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.3387122,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.4386702,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.5388026,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.6385846,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.7387152,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.8387911,0.0,0.0,0.0,0,0,0.0,0.0
1765544731.9387512,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.0386975,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.2387068,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.3388748,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.4388533,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.5388668,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.638888,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.7388346,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.8386455,0.0,0.0,0.0,0,0,0.0,0.0
1765544732.9387538,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.038849,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.1388683,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.2386622,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.439153,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.5387728,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.6389067,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.7387512,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.8388112,0.0,0.0,0.0,0,0,0.0,0.0
1765544733.9386377,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.0389013,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.138704,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.2388082,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.4388623,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.5389469,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.6388123,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.7385843,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.8389099,0.0,0.0,0.0,0,0,0.0,0.0
1765544734.9387445,0.0,0.0,0.0,0,0,0.0,0.0
1765544735.038941,0.0,0.0,0.0,0,0,0.0,0.0
1765544735.1389337,0.0,0.0,0.0,0,0,0.0,0.0
1765544735.238974,0.0,0.0,0.0,0,0,0.0,0.0
1765544735.3387697,0.0,0.0,0.0,0,0,0.0,0.0
