timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765544940.5220275,0.0,0.0,0.0,,,0.0,0.0
1765544940.9221675,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.0218775,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.1217537,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.2219584,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.421822,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.5218775,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.621982,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.72201,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.8220437,0.0,0.0,0.0,0,0,0.0,0.0
1765544941.9219022,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.0220692,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.1220224,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.2221205,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.322071,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.5220535,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.6220748,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.7220871,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.8220305,0.0,0.0,0.0,0,0,0.0,0.0
1765544942.9219658,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.0221984,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.1220086,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.2220078,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.3220546,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.4220119,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.6220746,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.722062,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.8220854,0.0,0.0,0.0,0,0,0.0,0.0
1765544943.9220238,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.021886,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.1220293,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.2221007,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.3220892,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.4220855,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.522019,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.722025,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.8219156,0.0,0.0,0.0,0,0,0.0,0.0
1765544944.9220955,0.0,0.0,0.0,0,0,0.0,0.0
1765544945.0221834,0.04980555407846308,-8.080407928155652e-05,0.0016223895081692193,-473,-473,0.04980561962632268,0.04980561962632268
1765544945.1221788,0.09961117370478575,-8.080407928155652e-05,0.0032447790163384386,-946,-946,0.04980561962632268,0.09961120647871016
1765544945.2220478,0.14941672778324883,1.3552527156068805e-20,0.004867168524507658,-1419,-1419,0.04980561962632268,0.14941672778324883
1765544945.3220923,0.19922208521830564,0.00016160794587488696,0.006489558032676877,-1892,-1892,0.04980561962632268,0.1992221507660682
1765544945.422021,0.24902711491492713,0.000404019332967212,0.008111947540846097,-2365,-2365,0.04980561962632268,0.2490274426533625
1765544945.521851,0.29883168577894687,0.0007272335232145361,0.009734337049015315,-2838,-2838,0.04980561962632268,0.2988325706714121
1765544945.6218605,0.3984408275069863,0.0013736619037091843,0.012979116065353754,-3784,-3784,0.09961123925264535,0.3984431954136972
1765544945.8220134,0.44824323532200466,0.001939278548209957,0.014601505573522973,-4257,-4257,0.04980561962632268,0.448247430347599
1765544945.9221666,0.4980446599432833,0.0025856933167924933,0.016223895081692193,-4730,-4730,0.04980561962632268,0.498051371956698
1765544946.0221238,0.5478449702861449,0.00331290450799801,0.017846284589861414,-5203,-5203,0.04980561962632268,0.5478549870212975
1765544946.1221092,0.597644035268845,0.004120910207699651,0.019468674098030634,-5676,-5676,0.04980561962632268,0.5976582424708693
1765544946.22184,0.6474417238129173,0.005009708289107525,0.021091063606199854,-6149,-6149,0.04980561962632268,0.6474611053267862
1765544946.322089,0.6972379048435182,0.0059792964127743055,0.022713453114369075,-6622,-6622,0.04980561962632268,0.6972635426696069
1765544946.4218528,0.7470324472897725,0.007029672026601387,0.024335842622538295,-7095,-7095,0.04980561962632268,0.7470655216194549
1765544946.5220466,0.7968252200851176,0.008160832365845602,0.025958232130707515,-7568,-7568,0.04980561962632268,0.7968670093237639
1765544946.6221619,0.8466160921676491,0.0093727744531265,0.027580621638876736,-8041,-8041,0.04980561962632268,0.8466679729493555
1765544946.7220635,0.9198225493865475,-0.00596350015028896,0.26166825067472443,-8514,-8987,0.07479563287554811,0.9198418808110501
1765544946.922088,0.9856320726780468,0.029213680157392022,0.03244779016338442,-9460,-9460,0.07462122600341992,0.9860649176397874
1765544947.0220695,1.035414031395513,0.030748715210555517,0.03407017967155364,-9933,-9933,0.04980561962632268,1.0358705034403712
1765544947.1222675,1.0851934341725864,0.03236451393558806,0.035692569179722855,-10406,-10406,0.04980561962632268,1.0856759421363165
1765544947.2218928,1.1349701499825549,0.03406107207946967,0.03731495868789207,-10879,-10879,0.04980561962632268,1.135481130614959
1765544947.3219984,1.1847440478057782,0.03583838517660968,0.03893734819606129,-11352,-11352,0.04980561962632268,1.1852859775865432
1765544947.421961,1.2345149966300335,0.0376964485488585,0.040559737704230506,-11825,-11825,0.04980561962632268,1.2350904012005146
1765544947.5220063,1.2842828654508605,0.03963525730551994,0.04218212721239972,-12298,-12298,0.04980561962632268,1.2848943272161908
1765544947.6221006,1.3340475232719053,0.04165480634336409,0.04380451672056894,-12771,-12771,0.04980561962632268,1.3346976875830001
1765544947.722058,1.3838088391052665,0.04375509034664071,0.04542690622873815,-13244,-13244,0.04980561962632268,1.3845004193271695
1765544947.8219926,1.4572773198690563,0.029727651823715798,0.27951453526458586,-13717,-14190,0.07479563287554811,1.4575805021636685
