timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765544977.683343,0.0,0.0,0.0,,,0.0,0.0
1765544978.4836247,0.0,0.0,0.0,0,0,0.0,0.0
1765544978.5835545,0.0,0.0,0.0,0,0,0.0,0.0
1765544978.6840189,0.0,0.0,0.0,0,0,0.0,0.0
1765544978.7832155,0.0,0.0,0.0,0,0,0.0,0.0
1765544978.8835766,0.0,0.0,0.0,0,0,0.0,0.0
1765544978.983368,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.083252,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.183328,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.2833223,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.4836545,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.5834453,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.6838865,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.7835722,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.883614,0.0,0.0,0.0,0,0,0.0,0.0
1765544979.9835174,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.0834026,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.1833918,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.2833726,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.3833776,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.583285,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.6835008,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.7834737,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.8835707,0.0,0.0,0.0,0,0,0.0,0.0
1765544980.9833734,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.0834556,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.1833503,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.2834165,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.3836274,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.4835835,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.683773,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.7835345,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.8834488,0.0,0.0,0.0,0,0,0.0,0.0
1765544981.9836838,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.0835264,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.183335,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.283641,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.3835828,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.4834518,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.583281,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.7833662,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.883547,0.0,0.0,0.0,0,0,0.0,0.0
1765544982.9835694,0.0,0.0,0.0,0,0,0.0,0.0
1765544983.083582,0.0,0.0,0.0,0,0,0.0,0.0
