timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765545143.9302945,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.0300002,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.1302624,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.2303877,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.3302486,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.4301617,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.53027,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.6300654,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.8300526,0.0,0.0,0.0,0,0,0.0,0.0
1765545144.9302588,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.0303056,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.1301472,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.2300332,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.3302486,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.4302323,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.53031,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.6301782,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.7301457,0.0,0.0,0.0,0,0,0.0,0.0
1765545145.9304829,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.0305135,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.130313,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.2303793,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.3299859,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.4302964,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.5303464,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.630186,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.7303603,0.0,0.0,0.0,0,0,0.0,0.0
1765545146.8303344,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.030418,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.1304812,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.2302322,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.3302698,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.4301171,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.5304267,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.6303098,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.7303748,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.8301682,0.0,0.0,0.0,0,0,0.0,0.0
1765545147.9304776,0.0,0.0,0.0,0,0,0.0,0.0
1765545148.1302495,0.0,0.0,0.0,0,0,0.0,0.0
1765545148.230265,0.0,0.0,0.0,0,0,0.0,0.0
1765545148.3304303,0.0,0.0,0.0,0,0,0.0,0.0
1765545148.430258,0.0,0.0,0.0,0,0,0.0,0.0
