timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765794385.8637803,0.0,0.0,0.0,,,0.0,0.0
1765794385.9650154,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.1641786,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.264044,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.3639948,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.4640493,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.5640023,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.6638305,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.7640052,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.8639617,0.0,0.0,0.0,0,0,0.0,0.0
1765794386.9641325,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.0640688,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.2638686,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.3638296,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.4639378,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.563756,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.6638687,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.7639298,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.8639452,0.0,0.0,0.0,0,0,0.0,0.0
1765794387.9640589,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.0638723,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.163943,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.3640387,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.4639409,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.5640526,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.663979,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.7639525,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.864105,0.0,0.0,0.0,0,0,0.0,0.0
1765794388.9640067,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.0638242,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.1638305,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.3639219,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.4639025,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.5641315,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.663974,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.7639508,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.8639324,0.0,0.0,0.0,0,0,0.0,0.0
1765794389.9640493,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.063921,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.1637402,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.263704,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.3641567,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.5639668,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.6638725,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.7638988,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.8637567,0.0,0.0,0.0,0,0,0.0,0.0
1765794390.9637632,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.0641901,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.164019,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.2640057,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.3640594,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.5640368,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.663986,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.7640867,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.8639522,0.0,0.0,0.0,0,0,0.0,0.0
1765794391.963978,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.0641344,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.16407,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.2638633,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.363869,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.4639196,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.6640253,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.7638903,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.863825,0.0,0.0,0.0,0,0,0.0,0.0
1765794392.9640636,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.0639162,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.1641016,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.2638764,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.3640344,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.463991,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.5638707,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.6644082,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.8638985,0.0,0.0,0.0,0,0,0.0,0.0
1765794393.9639368,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.0639083,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.1639833,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.264222,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.3641806,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.464022,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.5637846,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.6638503,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.7639093,0.0,0.0,0.0,0,0,0.0,0.0
1765794394.9640489,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.0639296,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.1640306,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.2641168,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.3640718,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.4639292,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.5638459,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.6638548,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.7640662,0.0,0.0,0.0,0,0,0.0,0.0
1765794395.9641013,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.0641038,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.1641564,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.2639618,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.3641055,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.4639432,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.564235,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.6641355,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.763936,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.8637352,0.0,0.0,0.0,0,0,0.0,0.0
1765794396.9636414,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.163892,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.2639334,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.3638778,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.464001,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.5639374,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.664076,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.7639372,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.8639483,0.0,0.0,0.0,0,0,0.0,0.0
1765794397.964119,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.1640484,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.26415,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.3638022,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.4639735,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.564214,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.6640754,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.7639906,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.8641908,0.0,0.0,0.0,0,0,0.0,0.0
1765794398.9640915,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.0638769,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.164035,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.364135,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.464174,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.5641081,0.0,0.0,0.0,0,0,0.0,0.0
1765794399.664136,0.0,0.0,0.0,0,0,0.0,0.0
