timestamp,odom_x,odom_y,odom_theta,ticks_L,ticks_R,delta_d,cumulative_d
1765544876.6652827,0.0,0.0,0.0,,,0.0,0.0
1765544877.065241,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.1653464,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.265466,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.3656094,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.5651708,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.6653442,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.7651622,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.8653011,0.0,0.0,0.0,0,0,0.0,0.0
1765544877.9653397,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.0652316,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.165326,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.2654192,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.3653617,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.465272,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.6653233,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.7653146,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.8657267,0.0,0.0,0.0,0,0,0.0,0.0
1765544878.9655917,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.0652924,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.1654418,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.2655382,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.3652265,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.4653888,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.5652692,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.7654605,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.8656049,0.0,0.0,0.0,0,0,0.0,0.0
1765544879.9652987,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.065401,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.1654716,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.2653518,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.3653102,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.465429,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.5656567,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.6655147,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.8656132,0.0,0.0,0.0,0,0,0.0,0.0
1765544880.9653387,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.0653365,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.1656077,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.265576,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.3654945,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.465582,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.5652552,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.6653433,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.7651904,0.0,0.0,0.0,0,0,0.0,0.0
1765544881.9653158,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.0653553,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.165583,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.2653728,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.365651,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.4654188,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.5653386,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.6652586,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.7654142,0.0,0.0,0.0,0,0,0.0,0.0
1765544882.8654354,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.0653455,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.1654923,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.2652981,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.3652966,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.4654074,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.5652554,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.665531,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.7658663,0.0,0.0,0.0,0,0,0.0,0.0
1765544883.8652742,0.0,0.0,0.0,0,0,0.0,0.0
